Company_Brand,Sector,Stage,HeadQuarter,What_it_does,Amount,Year,Founded,Founders,Investor
Faclon Labs,Cloud Computing,Seed,Mumbai,Faclon is an IoT and data analytics based tech startup building products to make cities and villages smart.,10619650.666501379,2018,,,
Awign Enterprises,Business Development,Seed,Bangalore,Operations and manpower outsourcing startup,730873.408340435,2018,,,
CollPoll,Education,Seed,Bangalore,World-class Enterprise System for Education.,10619650.666501379,2018,,,
Zyla Health,Health Care,Seed,New Delhi,Zyla is transforming the way healthcare is delivered in India with specific focus on high-risk chronic patients.,10619650.666501379,2018,,,
Hubhopper,Internet,Series A,New Delhi,Get your daily dose of interest as summaries from news and magazine stories .,500000.0,2018,,,
Rubix108 Technologies,IT,Seed,Pune,Rubix Total App makes it effortless for Institutes to send home important information and updates about the day’s learning experiences.,1000000.0,2018,,,
Workflexi,Human Resources,Seed,Bangalore,"Be Smart, Work on Contract,Be Smart, Hire on Contract",146174.681668087,2018,,,
Streak,Financial Services,Seed,Bangalore,Algorithmic trading platform.,328893.0337531958,2018,,,
Kuants,Financial Services,Seed,Gurgaon,Algorithmic trading platform.,73087.3408340435,2018,,,
NiYO Solutions,Finance,Series A,Bangalore,NiYO is a fintech company that helps salaried employees access company benefits and other financial services.,13200000.0,2018,,,
Hippo Video,Customer Service,Seed,Chennai,A video recording and sharing software.,10619650.666501379,2018,,,
Satvacart,E-Commerce,Seed,Gurgaon,Satvacart is a Gurgaon’s largest online supermarket,10619650.666501379,2018,,,
Daaki,Health Care,Angel,Bangalore,Sports Nutrition startup,10619650.666501379,2018,,,
Simulanis,Training,Seed,New Delhi,A Delhi-based Augmented Reality and Virtual Reality technology development company.,500000.0,2018,,,
MY CHIRAAG CAB,Travel,Seed,Jaipur,MY CHIRAAG CAB SERVICES PVT LTD,1000000.0,2018,,,
WOTU,Food & Beverages,Seed,Bangalore,It operates a business-to-business e-commerce portal for food and beverages.,10619650.666501379,2018,,,
Flathalt,Undisclosed,Angel,Gurgaon,FInd your Customized Home here.,50000.0,2018,,,
True Elements,Dietary Supplements,Seed,Pune,True elements offers a range of high-quality snacks and supplements that are inspired by natural foods consumed by our ancestors.,730873.408340435,2018,,,
Trendlyne Technologies,Financial Services,Seed,Bangalore,Trendlyne Technologies is a stock market analytics platform and marketplace for retail investors.,200000.0,2018,,,
Planys Technologies,Manufacturing,Series A,Chennai,Planys Technologies is India’s first and only manufacturer of compact ROVs providing underwater robotic inspection and survey solutions.,2049369.03698658,2018,,,
HealthPlix,Fitness,Series A,Bangalore,HealthPlix is a healthtech startup,3000000.0,2018,,,
dishq,Undisclosed,Seed,Bangalore,dishq leverages food science and machine learning (AI) to understand and predict people's tastes.,400000.0,2018,,,
Entropik Technology,AI,Seed,Bangalore,The boundaries between Human and Machines are shrinking fast.,1100000.0,2018,,,
myHQ,Collaboration,Series A,New Delhi,myHQ turns your everyday coffee space into a perfect work zone. Get an amazing work environment without paying any rent.,500000.0,2018,,,
Trell,Undisclosed,Seed,Bangalore,Trell is a location based network which helps you in exploring amazing experiences and annotating places around you.,1250000.0,2018,,,
Kidovators (by GyanLab),Big Data,Seed,Bangalore,Building future human capital through 21st Century Skills programs for K-12,180000.0,2018,,,
Log 9 Materials,Nanotechnology,Seed,Lucknow,Log 9 Materials is a nano-materials manufacturing and RnD startup,438524.045004261,2018,,,
VTION,Analytics,Seed,Gurgaon,VTION is a media technology innovation firm aiming to solve key problems in the media based ecosystem.,280655.38880272704,2018,,,
HousingMan.com,Undisclosed,Seed,Bangalore,"New Apartments, Flats for Sale in Bangalore",1505599.221181296,2018,,,
Steradian Semiconductors,Undisclosed,Seed,Bangalore,It is a fabless semiconductor company focused on CMOS millimeter wave products for Radar.,10619650.666501379,2018,,,
RupeeCircle,Financial Services,Seed,Mumbai,RupeeCircle is a new age finance company.,584698.726672348,2018,,,
Wooden Street,E-Commerce,Series A,Jaipur,Woodenstreet.com ensures to fulfill customer’s unique furniture requirements by crafting one-of-a-kind furniture pieces.,1000000.0,2018,,,
The Ken,Digital Media,Series A,Bangalore,The Ken is India’s first subscriptions-only business news site,1500000.0,2018,,,
SaffronStays,Undisclosed,Seed,Mumbai,SaffronStays connects travellers to India's Incredible hosts.,2000000.0,2018,,,
Vebbler,File Sharing,Seed,Bangalore,A personal network for close people,10619650.666501379,2018,,,
Foyr,Home Decor,Series A,Pune,"Foyr.com is India's first online, automated interior designer",4200000.0,2018,,,
MEngage,Health Care,Seed,Jaipur,MEngage is a mass consumer engagement application for doctors on both android and IOS platforms.,175000.0,2018,,,
Inner Being Wellness,Undisclosed,Angel,Hyderabad,"Inner Being Wellness manufactures beauty, wellness, and nutrition products.",511611.38583830453,2018,,,
Kobster,E-Commerce,Seed,Chennai,Kobster is a pioneer of B2B eProcurement and an eMarketplace providing Corporates an end-to-end solution for their procure-to-pay cycle.,10619650.666501379,2018,,,
Wishberry,Crowdfunding,Series A,Mumbai,Wishberry is a rewards-based crowdfunding platform that enables users to raise funds for their creative and innovative ideas.,1461746.81668087,2018,,,
McXtra,Finance,Seed,Andheri,McXtra is a digital insurance broking startup.,1300000.0,2018,,,
Magic Crate,Children,Seed,Bangalore,"Magic Crate is a theme based stimulating, fun and learning activity box for 4-8 year olds that is mailed to your doorstep every month.",10619650.666501379,2018,,,
SmartVizX,Software,Seed,Noida,It is a Virtual Reality Solutions StartUp,1450000.0,2018,,,
MySEODoc,Undisclosed,Seed,New Delhi,"SEO, PPC, Search Engine Marketing, Social Media Optimization, Content Marketing, Brand Reputation Management",10619650.666501379,2018,,,
ENLYFT DIGITAL SOLUTIONS PRIVATE LIMITED,Undisclosed,Seed,Pune,Digital Marketing Agency,2923.49363336174,2018,,,
Scale Labs,Undisclosed,Seed,New Delhi,Scale Labs is a cross border e-commerce solutions provider that drives global trade for brands.,1000000.0,2018,,,
HungerBox,B2B,Series A,Bangalore,HungerBox is a full stack B2B F&B technology company delivering food solutions for the corporates in India.,4500000.0,2018,,,
Biryani By Kilo,Food Delivery,Seed,Noida,BBK delivers both authentic taste of Hyderabadi and Lucknowi Biryani prepared in individual earthen Handis with the freshest ingredients.,1000000.0,2018,,,
Wholesome Habits (EAT Anytime),Food & Beverages,Seed,Mumbai,Wholesome Habits (EAT Anytime) is a healthy snacks Company.,500000.0,2018,,,
GoBumpr,Automotive,Seed,Mylapore,Car Service and Bike Service Mobile App,600000.0,2018,,,
Fixpocket,Computer,Seed,Ahmedabad,Fixpocket is a internet-based startup.,250000.0,2018,,,
edureka!,E-Learning,Series A,Bangalore,"Edureka is the fastest growing online learning platform that offers live, instructor-led courses for professionals from various industries.",2000000.0,2018,,,
Hashtag Loyalty Private Limited,Analytics,Seed,Mumbai,Hashtag Loyalty is a customer engagement and marketing automation tool for local businesses.,10619650.666501379,2018,,,
Wow Express,Delivery,Series A,Mumbai,"WOW, as customers react to his studiously taught, trained, polite and courteous nature.",4500000.0,2018,,,
ZunRoof,Environmental Consulting,Angel,Gurgaon,ZunRoof is a rooftop focused solar startup.,242649.97156902443,2018,,,
Eggoz,Food & Beverages,Angel,Indore,Eggoz is a full-stack layer poultry business operator & service provider .,175409.6180017044,2018,,,
Sqrrl Fintech,Big Data,Seed,Gurgaon,Personal Finance,1000000.0,2018,,,
GalaxyCard,Finance,Seed,Noida,GalaxyCard is a mobile based Instant credit card.,10619650.666501379,2018,,,
IndiQube,Commercial Real Estate,Series A,Bangalore,IndiQube is a provider of co-working spaces based in Bengaluru.,15000000.0,2018,,,
EGK Foods,Food & Beverages,Seed,Mumbai,A food processing enterprise registered with StartUp India .,292349.363336174,2018,,,
NirogStreet,Apps,Seed,Gurgaon,NirogStreet is an Ayurvedic doctor discovery and appointment booking platform where patients can easily find doctors and fix consultation.,300000.0,2018,,,
Pixr8,Digital Media,Seed,Ghaziabad,Pixr8 is a global media platform dedicated to Start-ups and business organisations for promoting entrepreneurship work.,50000.0,2018,,,
Nivesh.com,Finance,Seed,Noida,Nivesh.com is a mass market mutual funds investment platform.,438524.045004261,2018,,,
Theranosis Life Sciences,Biotechnology,Seed,Hyderabad,A fully functioning cell culture facility and molecular biology setup.,10619650.666501379,2018,,,
Poshmiles Online Solutions Private Limited,Travel,Seed,Bangalore,Poshmiles aims to help point travellers to long weekend trips at popular and undiscovered destinations based on budget & interest.,10619650.666501379,2018,,,
Reculta,Education,Seed,Noida,A campus recruitment solution provider.,10619650.666501379,2018,,,
Orbo.ai,Internet,Seed,Mumbai,Orbo is a computer vision and deep facial technology company.,10619650.666501379,2018,,,
Inntot Technologies,Consumer Electronics,Seed,Kochi,"Inntot Technologies, is a technology driven company.",10619650.666501379,2018,,,
Zoctr Health,Apps,Seed,Powai,Zoctr Health Network is a first-of-its kind pan-India Home & Telehealth Company,10619650.666501379,2018,,,
Hey Deedee,Delivery Service,Seed,Mumbai,Hey Deedee is a Mumbai-based company that provides solutions to parcel delivery problems.,482376.4495046871,2018,,,
DigiConnectt Technologys,Information Services,Seed,Bangalore,A technology company focused on introducing products that will accelerate and enhance sales productivity and effectiveness .,125000.0,2018,,,
Locus.sh,Big Data,Series A,Bangalore,Locus is an intelligent logistics automation platform.,4000000.0,2018,,,
Sports Flashes Pvt. Ltd,Apps,Seed,New Delhi,"Sports Flashes operates a sports content app that provides sports news, live scores, fantasy gaming, expert views, trivia, and more.",1000000.0,2018,,,
Inc42,Media and Entertainment,Seed,New Delhi,Inc42 is one of the leading tech media publications of India.,10619650.666501379,2018,,,
Picxy,Internet,Seed,Guntur,"A stock photo startup based in Amravati, Andhra Pradesh.",130000.0,2018,,,
Huddle,Consulting,Seed,Chandigarh,A coworking incubator Company.,300000.0,2018,,,
Benepik,Human Resources,Seed,Gurgaon,HR Technology start-up.,10619650.666501379,2018,,,
Cash Suvidha,Finance,Seed,New Delhi,Cash Suvidha is an Digital Lending Platform that provide working capital finance to SMEs and MSMEs in India.,1000000.0,2018,,,
Smartcoin,Big Data,Seed,Bangalore,Providing financial access to the millions of mobile users in India using alternative credit assessment,2000000.0,2018,,,
Carmel Organics,Agriculture,Series A,Indore,"Carmel Organics is an India-based herb company engaged in sourcing, processing, and distributing herbal tea ingredients.",10619650.666501379,2018,,,
Roadcast,Undisclosed,Angel,New Delhi,Transforming the way businesses deliver. Work-force & fleet mobility tools.,250000.0,2018,,,
Printline Media(ThePrint),Digital Media,Seed,New Delhi,A digital news platform.,510149.63902162365,2018,,,
Creditas Solutions,Financial Services,Seed,Gurgaon,Creditas was set-up in 2015 with an aim to help Financial Institutions find better ways to reach and interact with their customers.,10619650.666501379,2018,,,
UrbanPiper,Software,Seed,Bangalore,UrbanPiper offers restaurants and chains with a suite of products to manage and analyze their online presence.,10619650.666501379,2018,,,
Doxper,Health Care,Seed,Mumbai,Doxper is Health tech startup which has created a digital pen and coded paper system for doctors to record patient information,1052457.7080102265,2018,,,
i2ifunding,Crowdfunding,Angel,Noida,i2ifunding is an online marketplace that connects borrowers looking for personal loans with investors looking for alternative investments.,730873.408340435,2018,,,
ShakeDeal,B2B,Seed,Bangalore,Home of B2B Commerce,10619650.666501379,2018,,,
HelloVerify,Fraud Detection,Seed,Noida,HelloVerify is an online background check platform.,10619650.666501379,2018,,,
Fasal,Agriculture,Seed,Bangalore,Climate Smart Precision Agriculture Platform,120000.0,2018,,,
CoinGeto,Crypto,Seed,New Delhi,CoinGeto is one of India’s most advanced digital assets exchange.,1754096.180017044,2018,,,
Avail Finance,Finance,Series A,Bangalore,Avail is a mobile-first platform aiming to financially include the urban mass of India.,17200000.0,2018,,,
Tripeur,IT,Seed,Bangalore,Radical Travel Automation - Cloud Based Corporate Travel & Expense Management Software,600000.0,2018,,,
Wedeterna,Wedding,Angel,Bangalore,"Wedeterna is a new-age, personalised and fresh approach to arranged marriages, DIY matrimonial community with only self created profiles.",10619650.666501379,2018,,,
Stumagz,Digital Media,Seed,Hyderabad,Stumagz is about connecting with Stories Stumagz is about collaborating with people Stumagz is about creating a Cult.,10619650.666501379,2018,,,
Doubtnut,E-Learning,Seed,Gurgaon,Gurgaon based E-learning platform.,511611.38583830453,2018,,,
MCaffeine,Consumer Goods,Seed,Mumbai,MCaffeine is India's First Caffeine Infuse Personal Care Brand. It's an extension to the hyperactive lifestyle and individualistic identity.,467758.9813378784,2018,,,
TrustCheckr,IT,Angel,Bangalore,A Bengaluru-based fraud analytics solution provider .,100000.0,2018,,,
HealthAssure,Fitness,Seed,Mumbai,HealthAssure provides access to Discounted & High Quality primary care medical network.,1000000.0,2018,,,
